"Reference_Name","ISO_639","Language_Type","DLS_Level","Raw_Score","Adjusted_Score","Proportional_Score","Content","Encoding","Surface","Localized","Meaning","Speech","Assistant"
"Russia Buriat","bxr","Living","Ascending",9,6.9174,0.251541,3.5905,1.9158,0.9333,0.325,0.1528,0,0
"Wayuu","guc","Living","Ascending",9,6.9174,0.251541,3.5905,1.9158,0.9333,0.325,0.1528,0,0
"Komi-Zyrian","kpv","Living","Ascending",9,6.9174,0.251541,3.5905,1.9158,0.9333,0.325,0.1528,0,0
"Tuvinian","tyv","Living","Ascending",9,6.9174,0.251541,3.5905,1.9158,0.9333,0.325,0.1528,0,0
"Twi","twi","Living","Ascending",10,6.8838,0.250321,3.7708,1,0.9268,0.8662,0.32,0,0
"Gilaki","glk","Living","Ascending",9,6.8712,0.249861,2.8966,2.8884,0.9333,0,0.1528,0,0
"Koyraboro Senni Songhai","ses","Living","Ascending",9,6.8369,0.248614,2.8966,2.6134,0.9333,0.3935,0,0,0
"Abkhazian","abk","Living","Ascending",9,6.8331,0.248476,3.5905,1.9158,0.9333,0.3935,0,0,0
"Kabardian","kbd","Living","Ascending",9,6.8331,0.248476,3.5905,1.9158,0.9333,0.3935,0,0,0
"Kalmyk","xal","Living","Ascending",9,6.8331,0.248476,3.5905,1.9158,0.9333,0.3935,0,0,0
"Rarotongan","rar","Living","Ascending",9,6.8081,0.247566,3.5905,1.9158,0.9768,0.325,0,0,0
"Classical Syriac","syc","Historical","Ascending",10,6.8069,0.247523,2,2.6939,0.9268,0.8662,0.32,0,0
"Ngiemboon","nnh","Living","Ascending",9,6.8039,0.247416,3.5905,2.8884,0,0.325,0,0,0
"Assyrian Neo-Aramaic","aii","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Awadhi","awa","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Bavarian","bar","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Batak Toba","bbc","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Ghomálá'","bbj","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Southern Balochi","bcc","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Baoulé","bci","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Central Bikol","bcl","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Haryanvi","bgc","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Rinconada Bikol","bto","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Batak Karo","btx","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Buginese","bug","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Chavacano","cbk","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Dagbani","dag","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Southern Dagaare","dga","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Southwestern Dinka","dik","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Efik","efi","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Adamawa Fulfulde","fub","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Gagauz","gag","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Guianese Creole French","gcr","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Gilbertese","gil","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Hiri Motu","hmo","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Jamaican Creole English","jam","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Kabiyè","kbp","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"S'gaw Karen","ksw","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Kituba (Democratic Republic of Congo)","ktu","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Kuanyama","kua","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Ladino","lad","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Lombard","lmo","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Lushai","lus","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Madurese","mad","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Navajo","nav","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Newari","new","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Niuean","niu","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Northern Thai","nod","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Pangasinan","pag","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Sasak","sas","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Tok Pisin","tpi","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Wagdi","wbr","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Manado Malay","xmm","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Guibian Zhuang","zgn","Living","Ascending",8,6.6238,0.240867,3.4874,2.3865,0.75,0,0,0,0
"Montenegrin","cnr","Living","Ascending",9,6.6205,0.240747,3.5905,1.9158,0.9333,0,0.1528,0.0282,0
"Luba-Lulua","lua","Living","Ascending",9,6.5112,0.236773,3.5905,1.9158,1.005,0,0,0,0
"Tumbuka","tum","Living","Ascending",9,6.5112,0.236773,3.5905,1.9158,1.005,0,0,0,0
"Adyghe","ady","Living","Ascending",8,6.3096,0.229439,3.4874,1.8774,0.75,0.1948,0,0,0
"Karachay-Balkar","krc","Living","Ascending",8,6.3096,0.229439,3.4874,1.8774,0.75,0.1948,0,0,0
"Lezghian","lez","Living","Ascending",8,6.3096,0.229439,3.4874,1.8774,0.75,0.1948,0,0,0
"Mon","mnw","Living","Ascending",8,6.3096,0.229439,3.4874,1.8774,0.75,0.1948,0,0,0
"Papuan Malay","pmy","Living","Ascending",8,6.3096,0.229439,3.4874,1.8774,0.75,0.1948,0,0,0
"Avaric","ava","Living","Ascending",8,6.216,0.226037,3.4874,1.8774,0.75,0,0.1013,0,0
"Hakha Chin","cnh","Living","Ascending",8,6.216,0.226037,3.4874,1.8774,0.75,0,0.1013,0,0
"Kara-Kalpak","kaa","Living","Ascending",8,6.216,0.226037,3.4874,1.8774,0.75,0,0.1013,0,0
"Võro","vro","Living","Ascending",8,6.216,0.226037,3.4874,1.8774,0.75,0,0.1013,0,0
"Masai","mas","Living","Ascending",8,6.198,0.22538,2.8667,2.3865,0.75,0.1948,0,0,0
"Piemontese","pms","Living","Ascending",8,6.198,0.22538,2.8667,2.3865,0.75,0.1948,0,0,0
"Ga","gaa","Living","Ascending",8,6.1492,0.223609,3.4874,1.8774,0.7845,0,0,0,0
"Bini","bin","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Bulu (Cameroon)","bum","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Khowar","khw","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Limbu","lif","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Mende (Sierra Leone)","men","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Saraiki","skr","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Timne","tem","Living","Ascending",8,6.124,0.222692,2.8667,2.5074,0.75,0,0,0,0
"Nuer","nus","Living","Ascending",8,6.0687,0.220678,3.4874,2.3865,0,0.1948,0,0,0
"Plautdietsch","pdt","Living","Ascending",9,6.0525,0.220092,3.5905,1.9158,0,0.3935,0.1528,0,0
"Pular","fuf","Living","Ascending",8,5.9947,0.21799,3.4874,2.5074,0,0,0,0,0
"Hmong Daw","mww","Living","Ascending",9,5.9416,0.216057,2.8966,1.9158,0.9333,0,0.1958,0,0
"Lule Sami","smj","Living","Ascending",9,5.7158,0.207847,3.5905,1.9158,0,0,0.1813,0.0282,0
"Ngomba","jgo","Living","Ascending",8,5.5688,0.202503,2.8667,2.5074,0,0.1948,0,0,0
"Latgalian","ltg","Living","Ascending",8,5.5189,0.200689,3.4874,0.9855,0.75,0.1948,0.1013,0,0
"Bodo (Central African Republic)","boy","Living","Ascending",8,5.4522,0.198261,2,2.5074,0.75,0.1948,0,0,0
"Mundang","mua","Living","Ascending",8,5.4522,0.198261,2,2.5074,0.75,0.1948,0,0,0
"Karelian","krl","Living","Ascending",8,5.4326,0.197548,2,2.3865,0.75,0.1948,0.1013,0,0
"Ambonese Malay","abs","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Alur","alz","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Bamun","bax","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Banjar","bjn","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Chamorro","cha","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Choctaw","cho","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Farefare","gur","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Ibibio","ibb","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Kekchí","kek","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Khasi","kha","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Kimbundu","kmb","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Konzo","koo","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Kinaray-A","krj","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Kurukh","kru","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Lahu","lhu","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Masaaba","myx","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Ndau","ndc","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Ndonga","ndo","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Nias","nia","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Nyoro","nyo","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Nyakyusa-Ngonde","nyy","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Chimborazo Highland Quichua","qug","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Ayacucho Quechua","quy","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Balkan Romani","rmn","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Toraja-Sa'dan","sda","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Eastern Tamang","taj","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Tausug","tsg","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Tuvalu","tvl","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Umbundu","umb","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Makhuwa","vmw","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Mingrelian","xmf","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Yao","yao","Living","Ascending",7,5.3089,0.193049,2.9751,1.726,0.6078,0,0,0,0
"Saint Lucian Creole French","acf","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"North Levantine Arabic","apc","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Brahui","brh","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Akoose","bss","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Ntcham","bud","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Coptic","cop","Extinct","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Guadeloupean Creole French","gcf","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Gawri","gwc","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Hadiyya","hdy","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Lepcha","lep","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Lugbara","lgg","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Picard","pcd","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Réunion Creole French","rcf","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Marwari (India)","rwr","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Sukuma","suk","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Konkomba","xon","Living","Ascending",7,5.1472,0.187171,2.5277,2.0117,0.6078,0,0,0,0
"Western Panjabi","pnb","Living","Ascending",7,4.9867,0.181336,2.9751,2.0117,0,0,0,0,0
"Yemba","ybb","Living","Ascending",7,4.9867,0.181336,2.9751,2.0117,0,0,0,0,0
"Kumyk","kum","Living","Ascending",7,4.9717,0.180788,2.5277,1.726,0.6078,0,0.1102,0,0
"Eastern Apurímac Quechua","qve","Living","Ascending",8,4.9327,0.179372,2.8667,0.9855,0.7845,0.1948,0.1013,0,0
"Bodo (India)","brx","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Taita","dav","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Arpitan","frp","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Luo (Kenya and Tanzania)","luo","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Central Nahuatl","nhn","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Pennsylvania German","pdc","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Samburu","saq","Living","Ascending",7,4.8859,0.177669,2.9751,1.726,0,0.1849,0,0,0
"Tunisian Arabic","aeb","Living","Ascending",7,4.8112,0.174952,2.9751,1.726,0,0,0.1102,0,0
"N'Ko","nqo","Living","Ascending",7,4.8112,0.174952,2.9751,1.726,0,0,0.1102,0,0
"Kaqchikel","cak","Living","Ascending",7,4.7559,0.172941,2.9751,0.9881,0.6078,0.1849,0,0,0
"Talysh","tly","Living","Ascending",7,4.7559,0.172941,2.9751,0.9881,0.6078,0.1849,0,0,0
"Aghem","agq","Living","Ascending",7,4.7242,0.17179,2.5277,2.0117,0,0.1849,0,0,0
"Kako","kkj","Living","Ascending",7,4.7242,0.17179,2.5277,2.0117,0,0.1849,0,0,0
"Meta'","mgo","Living","Ascending",7,4.7242,0.17179,2.5277,2.0117,0,0.1849,0,0,0
"Kwasio","nmg","Living","Ascending",7,4.7242,0.17179,2.5277,2.0117,0,0.1849,0,0,0
"Tamasheq","taq","Living","Ascending",7,4.7242,0.17179,2.5277,2.0117,0,0.1849,0,0,0
"Sudanese Arabic","apd","Living","Ascending",7,4.6139,0.167778,1.8842,2.0117,0.6078,0,0.1102,0,0
"Algerian Arabic","arq","Living","Ascending",7,4.6139,0.167778,1.8842,2.0117,0.6078,0,0.1102,0,0
"Hakka Chinese","hak","Living","Ascending",7,4.5887,0.166862,2.9751,0.9881,0.6078,0,0,0.0177,0
"Balti","bft","Living","Ascending",7,4.5408,0.165119,1.8842,2.0487,0.6078,0,0,0,0
"Ebira","igb","Living","Ascending",7,4.5408,0.165119,1.8842,2.0487,0.6078,0,0,0,0
"Lisu","lis","Living","Ascending",7,4.5408,0.165119,1.8842,2.0487,0.6078,0,0,0,0
"Mandinka","mnk","Living","Ascending",7,4.5408,0.165119,1.8842,2.0487,0.6078,0,0,0,0
"Ingush","inh","Living","Ascending",7,4.5131,0.164111,1.8842,1.726,0.6078,0.1849,0.1102,0,0
"Erzya","myv","Living","Ascending",7,4.5131,0.164111,1.8842,1.726,0.6078,0.1849,0.1102,0,0
"Rusyn","rue","Living","Ascending",7,4.5131,0.164111,1.8842,1.726,0.6078,0.1849,0.1102,0,0
"Southern Sami","sma","Living","Ascending",7,4.3727,0.159009,2.5277,1.726,0,0,0.1191,0,0
"Aja (Benin)","ajg","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Batak Simalungun","bts","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Extremaduran","ext","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Garhwali","gbm","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Gorontalo","gor","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Iban","iba","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Jambi Malay","jax","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Kankanaey","kne","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Komi-Permyak","koi","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Moba","mfq","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Lomwe","ngl","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Nande","nnb","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Rejang","rej","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Songe","sop","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Tooro","ttj","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Veps","vep","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Sherpa","xsr","Living","Ascending",6,4.2705,0.15529,2.3071,1.5566,0.4068,0,0,0,0
"Marshallese","mah","Living","Ascending",7,4.2582,0.154843,2.9751,0.9881,0,0.1849,0.1102,0,0
"Creek","mus","Living","Ascending",7,4.2582,0.154843,2.9751,0.9881,0,0.1849,0.1102,0,0
"Obolo","ann","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Baatonum","bba","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Siksika","bla","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Belize Kriol English","bzj","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Tem","kdh","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Limbum","lmp","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Lamnso'","lns","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Makaa","mcp","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Mohawk","moh","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Mirandese","mwl","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Mamara Senoufo","myk","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Central Huasteca Nahuatl","nch","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Northern Puebla Nahuatl","ncj","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Guerrero Nahuatl","ngu","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Isthmus-Mecayapan Nahuatl","nhx","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Tigon Mbembe","nza","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Pijin","pis","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Imbabura Highland Quichua","qvi","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Kriol","rop","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Waray (Philippines)","war","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Kasem","xsm","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Yapese","yap","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Nugunu (Cameroon)","yas","Living","Ascending",6,4.1904,0.152377,2.6337,1.5566,0,0,0,0,0
"Min Nan Chinese","nan","Living","Ascending",7,4.1657,0.151481,2.9751,0.9881,0,0.2026,0,0,0
"South Azerbaijani","azb","Living","Ascending",7,4.0985,0.149035,1.8842,2.0117,0,0.2026,0,0,0
"Liberia Kpelle","xpe","Living","Ascending",6,4.0949,0.148907,2.3071,1.7879,0,0,0,0,0
"Ancient Greek (to 1453)","grc","Historical","Ascending",7,4.091,0.148764,2.9751,0.9881,0,0,0.1102,0.0177,0
"Amis","ami","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Chopi","cce","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Chokwe","cjk","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Kadazan Dusun","dtp","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Dotyali","dty","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Fiji Hindi","hif","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Sabu","hvn","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Kachin","kac","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Lango (Uganda)","laj","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Mamasa","mqj","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Duri","mvp","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Ngaju","nij","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Parauk","prk","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Central Malay","pse","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Tokelau","tkl","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Tetela","tll","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Kok Borok","trp","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Tswa","tsc","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Turkana","tuv","Living","Ascending",6,4.0228,0.146284,2.6337,0.9823,0.4068,0,0,0,0
"Bakhtiari","bqi","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Chaldean Neo-Aramaic","cld","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Gogo","gog","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Hazaragi","haz","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Hawai'i Creole English","hwc","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Western Kayah","kyu","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Makasar","mak","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Minangkabau","min","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Marwari (Pakistan)","mve","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Indus Kohistani","mvy","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Ngbaka","nga","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Upper Guinea Crioulo","pov","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"South Bolivian Quechua","quh","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Rohingya","rhg","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Ngambay","sba","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Shina","scl","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Torwali","trw","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Mundari","unr","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Vlaams","vls","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Cameroon Pidgin","wes","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Zeeuws","zea","Living","Ascending",6,3.9638,0.14414,1.7692,1.7879,0.4068,0,0,0,0
"Northwest Alaska Inupiatun","esk","Living","Ascending",6,3.9586,0.14395,2.3071,1.5566,0,0.0949,0,0,0
"Medumba","byv","Living","Ascending",6,3.9086,0.14213,2.3071,1.5566,0,0,0.0449,0,0
"Macedo-Romanian","rup","Living","Ascending",6,3.9086,0.14213,2.3071,1.5566,0,0,0.0449,0,0
"Arigidi","aqg","Living","Ascending",7,3.8779,0.141016,2.9751,0,0.6078,0.1849,0.1102,0,0
"Hunsrik","hrx","Living","Ascending",6,3.7911,0.137858,2.3071,0.9823,0.4068,0.0949,0,0,0
